Pre-hit context;Hit string;Post-hit context;File name;Transcript ID;Speaker ID;Speaker gender;Speaker role;Speaker native speaker status;Frag.;Post
nk that her, the fact that she doesn't see any agency in, sex- sexual relations at all for women and;how;, it's all bad and such like, like Molly was saying i just don't think it, really, makes sense in li; Sex, Gender, and the Body Lecture ;LES565SU137;S4;F;SU;NS;Frag.;it
t how it  affects  our culture but i couldn't figure out you know, like exactly;how;to_ so i just asked the question  you know?    ; Anthropology of American Cities Office Hours ;OFC115SU060;S1;M;SU;NS;Quest.;to_
i don't   do you know;how;to how to start do you know, how you wanna begin?   ; Art History Office Hours ;OFC320SU153;S1;F;JF;NS;Quest.;to
t get into col- you can't learn anything of course so, so like they_ kids honestly would ask us like;how;did we get into Michigan and, were you scared to go to school every day and, stuff like that and the; Intro to American Politics Discussion Section ;DIS495JU119;S14;M;JU;NS;Frag.;did
your governorship or whatever, because you feel that, they don't know how to run things cuz you know;how;to run things (you were raised) (xx)   ; Intro to American Politics Discussion Section ;DIS495JU119;S5;M;JU;NS;Frag.;to
class if you  ;how;much   but it sounds like you're not so stressed...  ; Academic Advising ;ADV700JU047;S4;M;JU;NS;Decl.;much
right exactly it can't leave without protein right? so it just keeps, and like i don't know;how;this transposon,    h; Intro Biology Study Group ;SGR175MU126;S1;F;SU;NS;Frag.;this
ou'll be looking at, business issues and organizations from a variety of disciplines, and so, that's;how;that works and you may take no more than twelve credits, per department... so you can't for example ; Academic Advising ;ADV700JU047;S2;F;ST;NS;Decl.;that
and side  (yards) and things like that you can have a better idea, of actually;how;far to extend, what kind of, education you need to, t- t- to design, to have this (still exist.)  ; Architecture Critiques ;STP125JG050;S3;F;JF;NS;Decl.;far
know one, one shot of the body another shot of, blood, and they're they're both pretty gruesome. um,;how;do you feel about the decision to run any picture? yeah?   ; Ethics Issues in Journalism Lecture ;LES220SU140;S1;M;SF;NS;Quest.;do
um okay i was wondering about this point rationing. (xx);how;um, (xx) fixed points that are, fixed point constraint, okay i don't know what this line is right he; Economics Office Hours ;OFC280SU109;S8;F;SU;NS;Frag.;um
cuz i would, you know yeah you always see like;how;the kids wanna do really well cuz they know they need to get a scholarship or  etcetera  ; American Family Group Project Meeting ;SGR565SU144;S2;F;SU;NS;Frag.;the
forcing men to watch porn and if they knew that it was harming them and they felt uncomfortable with;how;it was affecting them they would stop so they obviously, don't if they're still watching it.   ; Sex, Gender, and the Body Lecture ;LES565SU137;S5;F;SU;NS;Decl.;it
ee     but;how;do  you know which is the right one if you think   ; First Year Philosophy Seminar ;SEM475JU084;S4;F;JU;NS;Frag.;do
food material for them.   so;how;much  (xx)    ; Biology of Fishes Field Lab ;LAB175SU032;SU-m;M;UN;NS;Frag.;much
i thought how can it translate to more than one,  in different poly- ;how;? it's the same basi- like how does it, make a different polypeptide?   ; Intro Biology Study Group ;SGR175MU126;S5;F;JU;NS;Quest.;it
uh,  know various components of the electron transport, chain, know;how;F-A or, N-A-D-H (xx) (causes endoelectrogen- then remember) two shuttles  ; Biochemistry Study Group ;SGR175SU123;S1;F;SU;NS;Frag.;F
ld be so wonderful that would be so wonderful but you know how much are you willing to you know how,;how;much is wonderfulness? you have forty thousand dollars worth of wonderfulness? i mean, does it reall; Physics Research Group Meeting ;MTG485SG142;S1;M;SF;NS;Quest.;much
on, how this festival is representing an African-American community  and  what,;how;it's defining that community through the kinds of things that it's selling. um, we've got sort of, a; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS;Decl.;it
is wrapped  right? and i- you know;how;where you can try and  and look for that? is always when you're looking  at thi; Art History Office Hours ;OFC320SU153;S1;F;JF;NS;Quest.;where
honestly it's fine i really like i'll admit i have no real, knowledge of;how;to do this so i m- any textile really   ; Art History Office Hours ;OFC320SU153;S4;F;SU;NS;Frag.;to
yeah and it just it shows you;how;, like what we we would think that that's, totally wrong but the kids don't know any better the kids; Intro to American Politics Discussion Section ;DIS495JU119;S16;M;JU;NS;Frag.;like
don't cry.  ;how;happy you are  to leave  and this is our last lab   ; Chemistry Lab ;LAB200JU018;SU-f;F;UN;NS;Frag.;happy
er mind but anyway,  and so that's like the Bible's naturalistic view of;how;men and women are, and i'm saying y- normally feminists would take offense to that, i guess and clai; English Composition Seminar ;SEM300MU100;S7;M;JU;NS;Frag.;men
used L'Hopital's rule?   that's;how;because you like when you plug in infinity, you get infinity over infinity you use um yep ; Math Study Group ;SGR385SU057;S3;F;SU;NS;Frag.;because
okay.   how,;how;tall is this?   how tall is thi; Visual Sources Lecture ;LES320SU085;S6;M;SU;NS;Quest.;tall
re. ;how;is  it to use? is it    ; Media Union Service Encounters ;SVC999MX104;S29;M;UN;NS;Quest.;is
a deterrent  what do you mean;how;do you anything.  a deterrent can be    ; Objectivism Student Group ;SGR999MX115;S2;M;SG;NS;Decl.;do
hink so. cuz look they they're different. you know what i mean? they're slightly different. but look;how;he suggests her eyebrows, and then her forehead   ; Visual Sources Lecture ;LES320SU085;S1;F;SF;NS;Frag.;he
(xx) you wanna consider the dye colors, um, but you don't wanna get so, swamped into details about,;how;the piece was actually made, that it takes you too far afield. (we wanna) make a short research pape; Art History Office Hours ;OFC320SU153;S1;F;JF;NS;Decl.;the
know?   yeah like for instance;how;about when the, physics the physicists say, that, no this uh, this thing can be a wave and a particl; Objectivism Student Group ;SGR999MX115;S1;M;SG;NS;Frag.;about
ood on a purely sonic level explain how this song, um in specific demonstrates all these things. and;how;, it you know when it when it comes down to, it it's sort of like um, Wynton Marsalis who's always s; American Culture Advising ;OFC105SU068;S1;M;SU;NS;Frag.;it
going_ how is this character connected to, and that_ those kinda end up being essay questions often;how;is this character connected to this event or connected to this character or, you know... i noticed y; Academic Advising ;ADV700JU047;S2;F;ST;NS;Decl.;is
and um you can, so once you find up here  (you know then) you can find (xx) see;how;long it takes to go around the earth and you know what the earth's rotation is, so you can make some; Astronomy Peer Tutorial ;OFC150MU042;S1;F;SU;NS;Frag.;long
okay  like, you know;how;we had F-of- zero equals X? we didn't. we thought... we had something, i don't know. i don't think i; Math Study Group ;SGR385SU057;S3;F;SU;NS;Quest.;we
identity principle it comes back to saying, the key is that it does not have any characteristics. so;how;does infinity have no, characteristics? how does Peikoff say it? what he says is, that infinity says; Objectivism Student Group ;SGR999MX115;S1;M;SG;NS;Quest.;does
t i can ask f- some, well ask? yeah ask some interesting questions about, where the truffles are and;how;they got there and whether they're actually evolving or just going extinct. and so, yeah there were ; Interview with Botanist ;INT175SF003;S1;M;SF;NS;Decl.;they
it is psycho. so  we'll give you some more details so that you can see um,;how;, um, how refined and detailed and suggestive you can get in sculpture. this is the head of Christ  ; Visual Sources Lecture ;LES320SU085;S1;F;SF;NS;Decl.;um
le parent home.  which is kind of, you know  that kinda  goes along with,;how;we s- when we started we were like so, who of you are from, a single parent family? and like four of; American Family Group Project Meeting ;SGR565SU144;S5;F;SU;NS;Quest.;we
s is uh   does anybody remember;how;to derive, Wien's Law?   Wien; Astronomy Peer Tutorial ;OFC150MU042;S1;F;SU;NS;Quest.;to
;how;would_ mhm     ; Art History Office Hours ;OFC320SU153;S4;F;SU;NS;Frag.;would_
a matter of fact the first question  they asked  once they get here is uh when_;how;can we get to Birch Run    ; Forum for International Educators Meeting ;MTG999ST015;S9;F;ST;NS;Frag.;can
, help make your argument more but it's not this one, i mean doesn't she talk somewhere about um, uh;how;if you're a private independent company you actually have to, pay more for mall space? i think she d; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS;Quest.;if
she's being  blown up by a nuclear bomb? right? there's a lot of fear going on there.;how;much information do you think your average American had about, what communism was?   ; Intro to American Politics Discussion Section ;DIS495JU119;S1;F;SG;NS;Quest.;much
l would completely depend on, how much weight you put on it.  so,  i'm not sure;how;you can compare something, without. like, when you go through you get a pulse rate without the cost ; Physics Research Group Meeting ;MTG485SG142;S8;F;SG;NS;Decl.;you
remember,  someone explained it to me that in um, like in prokaryotes you know;how;, they don't have D-N- like splicing, of introns cuz they don't have enough stuff to do it? so if yo; Intro Biology Study Group ;SGR175MU126;S5;F;JU;NS;Quest.;they
ss the Y-axis doesn't work? what if you need a reflection across the line Y equals three? ;how;are we  gonna write that?  that's all i'm asking    ; Math Study Group ;SGR385SU057;S1;M;SU;NS;Quest.;are
e in the group was that uh Nell told you about it and you cou- you got Jack involved in it, and then;how;about Pedro, and, Satosh?   um ; Graduate Student Research Interview 1 ;INT425JG001;S1;F;JF;NS;Quest.;about
we, we can make we make choices, that's true, but the choices don't contradict, reality. so, that's;how;it's consistent with volition we make choices but, um, the choices we make can't,  can't c; Objectivism Student Group ;SGR999MX115;S3;M;SG;NS;Frag.;it
translate to more than one,  in different poly-  how? it's the same basi- like;how;does it, make a different polypeptide?   ; Intro Biology Study Group ;SGR175MU126;S5;F;JU;NS;Quest.;does
orry.   like i don't understand;how;after translation,  how can M-R-N-A  encode something things that, like, more t; Intro Biology Study Group ;SGR175MU126;S5;F;JU;NS;Frag.;after
well that was the question i had for you i i'm wondering if you, have thoughts on;how;old it is or   well look at the; Art History Office Hours ;OFC320SU153;S3;F;SU;NS;Frag.;old
(but) what i really need to know is ;how;i can make it active again.    ; Media Union Service Encounters ;SVC999MX104;S71;F;UN;NS;Decl.;i
it's a a yeah it's our assumptions about;how;things work right? it's, it's our assumptions about how things work, it's the, beliefs and values, t; Intro to American Politics Discussion Section ;DIS495JU119;S1;F;SG;NS;Quest.;things
a number of different solutions to this. and this what i'd like to, to discuss in small groups about;how;, plausible each of these solutions is. okay, so, around about page two-twenty, he says, maybe he is; First Year Philosophy Seminar ;SEM475JU084;S1;F;JF;NS;Decl.;plausible
let me, let me take a vote. for of,;how;many people haven't done a presentation so far? okay, of the people who haven't done a presentation ; First Year Philosophy Seminar ;SEM475JU084;S1;F;JF;NS;Quest.;many
art to_ but i think it's a fine place to start. um, start to work through these arguments, about um,;how;we need to understand, these organizations within their, contexts in these two, d- very different ci; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS;Frag.;we
what you should think about in terms of a double major Nitin is is what are your interests.;how;do you want to spend your time not just i wanna do something else, but  what do you enjoy ; Academic Advising ;ADV700JU047;S2;F;ST;NS;Frag.;do
ld be?  how do you decide that you were wrong that your center of gravity,;how;can you ever just, you know, decide that you're wrong about where your center of gravity is?  ; First Year Philosophy Seminar ;SEM475JU084;S1;F;JF;NS;Quest.;can
, are all gonna be about organ- organizations. how people organize themselves how they work as teams;how;they don't work as teams, what can go right what can go wrong ho- you know that kind of thing so so ; Academic Advising ;ADV700JU047;S2;F;ST;NS;Frag.;they
the key is that it does not have any characteristics. so how does infinity have no, characteristics?;how;does Peikoff say it? what he says is, that infinity says what that's really saying is that, you're a; Objectivism Student Group ;SGR999MX115;S1;M;SG;NS;Quest.;does
wait;how;can    just little no; Intro Biology Study Group ;SGR175MU126;S5;F;JU;NS;Frag.;can
e_ that you were gonna be here next Friday. i had this feeling  that  depending;how;things were going i wasn't gonna take a chance, so   ; Immunology Lab Meeting ;MTG400MX008;S2;M;SF;NS;Frag.;things
