Pre-hit context;Hit string;Post-hit context;File name;Transcript ID;Speaker ID;Speaker gender;Speaker role;Speaker native speaker status
  oh.    ;how;many  gallons?  can't we just,    ; Chemical Engineering Group Project Meeting ;SGR195SU127;S3;F;SU;NS
not accept it. and erotica is something like, that's not as known about so then, i don't really know;how;it would be as accepted as pornography  if it were that, m; Sex, Gender, and the Body Lecture ;LES565SU137;S12;F;SU;NS
n a happy way.  the procedure includes declaring witnessing and recording ;how;'bout a colon there? and then the next one, is, you know restating what this declaring witnessing an; English Composition Seminar ;SEM300MU100;S1;M;JF;NS
 to do very much linguistics.  ;how;about you Mark, aren't you an English major also?   ; Math Study Group ;SGR385SU057;S3;F;SU;NS
aphy and whether or not it's harmful, you can bring in anything else that you want to with regard to;how;MacKinnon and Segal and this one other person that you choose, would talk to each other. um, cuz Mac; Sex, Gender, and the Body Lecture ;LES565SU137;S1;F;JF;NS
 yeah. being a student is a really disempowered position.  and also i- it strikes me;how;, um... the people who have the power in the institutions, u- um, like it and preserve it, and, want; Graduate Student Research Interview 2 ;INT425JG002;S2;F;JF;NS
ique, you're gonna be able to see more about, how they construct it. if you can see a little bit of,;how;the metallic, thread here for this crochet, which is a different consistency, you may also be able t; Art History Office Hours ;OFC320SU153;S1;F;JF;NS
 very nice, anyway.   well look;how;they're dressed.   what?  ; Visual Sources Lecture ;LES320SU085;S4;M;JU;NS
're gonna say why eventually but you might wanna do it up front. are set up, to be social centers...;how;and why i mean you've got the, you've got the how here it's just you haven't made that connection. m; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS
  okay.   so, politics would be;how;, um, a society should act, in existence.   okay  ; Objectivism Student Group ;SGR999MX115;S2;M;SG;NS
five, and the number that were recaptured was four. and that estimates the population at ninety-six.;how;many did you say Michelle?   ; Biology of Fishes Group Activity ;LES175SU031;S1;M;SF;NSO
e.     (;how;'bout) do you have an extra syllabus?    ; English Composition Seminar ;SEM300MU100;SU-f;F;UN;NS
how's it going?   pretty good.;how;'re you?   good.  ; Heat and Mass Transfer Office Hours ;OFC195SU116;S15;M;SU;NS
his festival, or or and this farmer's market, do to socializing in Howell. um, do they, does it_ and;how;is that different from the socializing in the malls? i mean here's, here's an example i mean, do you; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS
ike it's gonna have something  ;how;about how about    ; Chemical Engineering Group Project Meeting ;SGR195SU127;S1;M;SU;NS
r.   what is this connection?;how;do  you guys know each other?    ; Forum for International Educators Meeting ;MTG999ST015;SU-f;F;ST;NS
 urges was uh, inescapable   oh;how;is, the axiom, primary and, fundamental and   ; Objectivism Student Group ;SGR999MX115;S2;M;SG;NS
ut you can help me (probably)  ;how;do you, how are you pumping  the  electr- uh the hydrogens across? we just went; Biochemistry Study Group ;SGR175SU123;S1;F;SU;NS
i- its flow its abil- its ability to introduce uh, familiar, sounds in new and interesting ways and,;how;it sounds as much as it is for its, community-building, use as social protest sort of uh, yo- keepin; American Culture Advising ;OFC105SU068;S1;M;SU;NS
t?  i mean and that, there is, you could, quote Williams for that cuz she does talk about;how;that may be happening in downtown, um, in the downtown and Alma Valley, or whatever it's called.  ; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS
hat's what's available   and;how;many spaces are there?   ; Forum for International Educators Meeting ;MTG999ST015;SU-10;F;ST;NS
ng and recording colon, an event of language, that the indigenous people did not understand... okay?;how;'bout that? i don't think there's any loss of meaning, loss of content. and the thing is quick, righ; English Composition Seminar ;SEM300MU100;S1;M;JF;NS
  oh no?   yay oh wait out of;how;many?   out of sixty   ; Chemistry Lab ;LAB200JU018;S1;F;JU;NS
ing you are.   i get_ no matter;how;i do it i get, probability of E-one times probability of E-two in the denominator.   ; Computer Science Office Hours ;OFC270MG048;S1;M;JG;NS
hat's (a hard one)   okay, what;how;do you get acetyl CoA from pyruvate?   ; Biochemistry Study Group ;SGR175SU123;S1;F;SU;NS
that's fine. i can read it...  ;how;did you get... you said F-of-zero, equals Z minus X over Z minus X?   ; Math Study Group ;SGR385SU057;S2;F;SU;NS
methods.  you know it's how we're gonna get from, um, you know whatever our objective is,;how;we are gonna how we're gonna get from, our question that we're, we wanna answer, to the to the answe; Natural Resources Research Group Meeting ;MTG425JG004;S1;M;JG;NS
 just reading about it, but i still like this is a awfully graphic photo so i'm just not really sure;how;i feel about it.   mhm   ; Ethics Issues in Journalism Lecture ;LES220SU140;S2;F;SU;NS
   but it doesn't tell,  it doesn't say anything about the jobs it just says;how;they feel about their jobs naturally you assume everyone  likes their job.   ; Ethics Issues in Journalism Lecture ;LES220SU140;S12;F;SU;NS
hat community is defined, through these objects etcetera um, you'll be, um one step towards sort of,;how;they're trying to form a community and why. now i mean, now the why question_ and how you wanna orga; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS
  six still?   six right.;how;many carbons does alpha-keto-gluterate have?   ; Biochemistry Study Group ;SGR175SU123;S1;F;SU;NS
alk about, some of the bigger economic shifts and how they've impacted, children. and how this, and,;how;they've impacted children and how, um, schools, at the same time have kind of cut back on, um, or mo; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS
 and, when you've got it on paper, figure out how to, create the frames that makes it make sense and;how;to bring in the Sassens and the arguments from Bourgois or for whoever you're gonna use and make it ; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS
 organisms it's not a full clade it's not a whole clade why not? what's missing? well who's ma- who_;how;could we make this a full clade?   ; Intro Biology Exam Review ;OFC175JU145;S1;F;JG;NS
 be true. so that's how that dependency relationship i- i- that's that's kind of the extreme case of;how;, you can see that node one or t- and two are related when you know node four. so that's why rule th; Computer Science Office Hours ;OFC270MG048;S2;F;SG;NS
g we wanna talk about, is, the way the studio acts within the wrapper, um we've already talked about;how;it's exposed, visually through the open courtyard and from the atrium, on the um, vehicular facade, ; Architecture Critiques ;STP125JG050;S13;F;JG;NS
  how do you get hot water?  ;how;do you get hot water? (xx)   ; Chemistry Lab ;LAB200JU018;SU-f;F;UN;NS
Z-bar, minus one bar?   is that;how;it goes where are those rules they're not on page one-thirty-five?   ; Math Study Group ;SGR385SU057;S2;F;SU;NS
 a census of like, you know the census just went out maybe you could like, put another one out about;how;do you feel about people that are different from you or  i dunno.    ; Intro to American Politics Discussion Section ;DIS495JU119;S6;F;JU;NS
 that's a good example yeah.  ;how;about cults?  cults, yeah.    ; Ethics Issues in Journalism Lecture ;LES220SU140;S14;F;SU;NS
thers and single fathers, and  ;how;they're represented in the media    ; American Family Group Project Meeting ;SGR565SU144;S3;F;SU;NS
  yeah i i might go, i mean if i can take it back there it's, uh, i don't we_ yeah i'll think about;how;i wanna try and do that. i have i've already thought well i- i i've already thought that i've, proba; Technical Communications Tutorial ;OFC578SG037;S2;M;SG;NS
  yeah i have um yeah i always use like, i translate;how;many  hours i  use from the cards and i always make it a little bit more cuz ta; Senior Thesis Study Group ;SGR999SU146;S3;F;SU;NS
and your reasoning for if this, using node one, chain is broken here but that's between five and one;how;does it relate  five and two?    ; Computer Science Office Hours ;OFC270MG048;S1;M;JG;NS
so that how could you have, how could you have to have one before the other if that's the case? like;how;could a child implicitly have, know the existence axiom, before  he knows  if t; Objectivism Student Group ;SGR999MX115;S3;M;SG;NS
 (xx) i need to look at it.  ;how;can you tell the difference between (the wait a minute,) how can you tell the difference between a z; Biology of Fishes Lab ;LAB175SU033;SU-f;F;UN;NS
, i was,  like i brought it up in my part of the paper even though it's bad so far, like,;how;movies are made like there's a certain aspect of Hollywood that you're supposed to go in and escape ; American Family Group Project Meeting ;SGR565SU144;S1;F;SU;NS
t-zero-zero-zero-four? so,;how;could you now find P?   take th; Intro Biology Exam Review ;OFC175JU145;S1;F;JG;NS
ly tempted by, by the idea that you are this sort of immaterial thing, this semi- center of gravity.;how;do how exactly do you think we should capture the idea of, you know, where your center of gravity sh; First Year Philosophy Seminar ;SEM475JU084;S1;F;JF;NS
 yeah, i know   okay, so that's;how;y- that's  how they got that    ; Biochemistry Study Group ;SGR175SU123;S1;F;SU;NS
cial linkings open. just, just because it's not, clearly an animate noun or clearly a concrete noun.;how;about  multa?  is that_ do you know where you are, at that point does it help you; Intro Latin Lecture ;LES215MU056;S1;F;JF;NS
   like,  i i know it's like, it breaks down fatty acids but like,;how;is it related to like the citric acid it like feeds to the citric a- acid cycle   ; Biochemistry Study Group ;SGR175SU123;S2;M;SU;NS
  okay, let's look at Hercules and the golden apples for just a second. i wasn't sure;how;many of you had brought your course packs with so this is the, copy of what you had to read.  ; Intro Latin Lecture ;LES215MU056;S1;F;JF;NS
one like we did E-two? just to make sure that, are you really sick of this chart already? ;how;about  Rashmi since the chart was your, are you sick of this or would you like us to keep; Organic Chemistry Study Group ;SGR200JU125;S1;F;JU;NS
, on the periodic table, and so, basically made a, a print test out of we made a, a diagram of like,;how;um, you gotta show that from family one to heavy metals, the acidity increase, um with heavy metal_ ; Chemistry Discussion Section Student Presentations ;STP200JU019;S3;F;JU;NS
 introduction where you in a way you say you know what you wanna do. um, but you've gotta figure out;how;to, make that much shorter right?  and tell me what you're gonna argue i; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS
 me to show you   yeah i (know;how;to do that) yeah okay   so you ; Astronomy Peer Tutorial ;OFC150MU042;S11;M;SU;NS
s that would be?   well this is;how;it works and this is where it's really frustrating and i don't have a computer i don't have anything; Academic Advising ;ADV700JU047;S2;F;ST;NS
